token	company	director	label
in	JOHNSON & JOHNSON	33.0	O
academia	JOHNSON & JOHNSON	33.0	O
,	JOHNSON & JOHNSON	33.0	O
an	JOHNSON & JOHNSON	33.0	O
accomplished	JOHNSON & JOHNSON	33.0	O
clinical	JOHNSON & JOHNSON	33.0	O
investigator	JOHNSON & JOHNSON	33.0	O
,	JOHNSON & JOHNSON	33.0	O
an	JOHNSON & JOHNSON	33.0	O
innovator	JOHNSON & JOHNSON	33.0	O
in	JOHNSON & JOHNSON	33.0	O
healthcare	JOHNSON & JOHNSON	33.0	O
,	JOHNSON & JOHNSON	33.0	O
and	JOHNSON & JOHNSON	33.0	O
a	JOHNSON & JOHNSON	33.0	O
leader	JOHNSON & JOHNSON	33.0	O
in	JOHNSON & JOHNSON	33.0	O
shaping	JOHNSON & JOHNSON	33.0	O
national	JOHNSON & JOHNSON	33.0	O
health	JOHNSON & JOHNSON	33.0	O
policy	JOHNSON & JOHNSON	33.0	O
.	JOHNSON & JOHNSON	33.0	O
			
With	JOHNSON & JOHNSON	33.0	O
his	JOHNSON & JOHNSON	33.0	O
unique	JOHNSON & JOHNSON	33.0	O
combination	JOHNSON & JOHNSON	33.0	O
of	JOHNSON & JOHNSON	33.0	O
knowledge	JOHNSON & JOHNSON	33.0	O
,	JOHNSON & JOHNSON	33.0	O
skills	JOHNSON & JOHNSON	33.0	O
and	JOHNSON & JOHNSON	33.0	O
experience	JOHNSON & JOHNSON	33.0	O
in	JOHNSON & JOHNSON	33.0	O
organizational	JOHNSON & JOHNSON	33.0	O
management	JOHNSON & JOHNSON	33.0	O
,	JOHNSON & JOHNSON	33.0	O
medical	JOHNSON & JOHNSON	33.0	O
research	JOHNSON & JOHNSON	33.0	O
,	JOHNSON & JOHNSON	33.0	O
patient	JOHNSON & JOHNSON	33.0	O
care	JOHNSON & JOHNSON	33.0	O
,	JOHNSON & JOHNSON	33.0	O
and	JOHNSON & JOHNSON	33.0	O
public	JOHNSON & JOHNSON	33.0	O
health	JOHNSON & JOHNSON	33.0	O
policy	JOHNSON & JOHNSON	33.0	O
,	JOHNSON & JOHNSON	33.0	O
Dr.	JOHNSON & JOHNSON	33.0	O
Washington	JOHNSON & JOHNSON	33.0	B-PERSON
provides	JOHNSON & JOHNSON	33.0	O
an	JOHNSON & JOHNSON	33.0	O
invaluable	JOHNSON & JOHNSON	33.0	O
perspective	JOHNSON & JOHNSON	33.0	O
for	JOHNSON & JOHNSON	33.0	O
a	JOHNSON & JOHNSON	33.0	O
company	JOHNSON & JOHNSON	33.0	O
in	JOHNSON & JOHNSON	33.0	O
the	JOHNSON & JOHNSON	33.0	O
healthcare	JOHNSON & JOHNSON	33.0	O
industry	JOHNSON & JOHNSON	33.0	O
.	JOHNSON & JOHNSON	33.0	O
			
Background	JOHNSON & JOHNSON	33.0	O
:	JOHNSON & JOHNSON	33.0	O
Dr.	JOHNSON & JOHNSON	33.0	O
Washington	JOHNSON & JOHNSON	33.0	B-PERSON
,	JOHNSON & JOHNSON	33.0	O
age	JOHNSON & JOHNSON	33.0	B-DATE
68	JOHNSON & JOHNSON	33.0	I-DATE
,	JOHNSON & JOHNSON	33.0	O
is	JOHNSON & JOHNSON	33.0	O
currently	JOHNSON & JOHNSON	33.0	O
Duke	JOHNSON & JOHNSON	33.0	B-ORG
University	JOHNSON & JOHNSON	33.0	I-ORG
s	JOHNSON & JOHNSON	33.0	O
Chancellor	JOHNSON & JOHNSON	33.0	B-TITLE
for	JOHNSON & JOHNSON	33.0	O
Health	JOHNSON & JOHNSON	33.0	B-ORG
Affairs	JOHNSON & JOHNSON	33.0	I-ORG
and	JOHNSON & JOHNSON	33.0	O
the	JOHNSON & JOHNSON	33.0	O
President	JOHNSON & JOHNSON	33.0	B-TITLE
and	JOHNSON & JOHNSON	33.0	O
Chief	JOHNSON & JOHNSON	33.0	B-TITLE
Executive	JOHNSON & JOHNSON	33.0	I-TITLE
Officer	JOHNSON & JOHNSON	33.0	I-TITLE
of	JOHNSON & JOHNSON	33.0	O
the	JOHNSON & JOHNSON	33.0	O
Duke	JOHNSON & JOHNSON	33.0	B-ORG
University	JOHNSON & JOHNSON	33.0	I-ORG
Health	JOHNSON & JOHNSON	33.0	I-ORG
System	JOHNSON & JOHNSON	33.0	I-ORG
.	JOHNSON & JOHNSON	33.0	O
			
Previously	JOHNSON & JOHNSON	33.0	O
he	JOHNSON & JOHNSON	33.0	O
was	JOHNSON & JOHNSON	33.0	O
Vice	JOHNSON & JOHNSON	33.0	B-TITLE
Chancellor	JOHNSON & JOHNSON	33.0	I-TITLE
of	JOHNSON & JOHNSON	33.0	O
Health	JOHNSON & JOHNSON	33.0	B-ORG
Sciences	JOHNSON & JOHNSON	33.0	I-ORG
,	JOHNSON & JOHNSON	33.0	O
Dean	JOHNSON & JOHNSON	33.0	B-TITLE
of	JOHNSON & JOHNSON	33.0	O
the	JOHNSON & JOHNSON	33.0	O
David	JOHNSON & JOHNSON	33.0	B-ORG
Geffen	JOHNSON & JOHNSON	33.0	I-ORG
School	JOHNSON & JOHNSON	33.0	I-ORG
of	JOHNSON & JOHNSON	33.0	I-ORG
Medicine	JOHNSON & JOHNSON	33.0	I-ORG
at	JOHNSON & JOHNSON	33.0	O
UCLA	JOHNSON & JOHNSON	33.0	B-ORG
;	JOHNSON & JOHNSON	33.0	O
Chief	JOHNSON & JOHNSON	33.0	B-TITLE
Executive	JOHNSON & JOHNSON	33.0	I-TITLE
Officer	JOHNSON & JOHNSON	33.0	I-TITLE
of	JOHNSON & JOHNSON	33.0	O
the	JOHNSON & JOHNSON	33.0	O
UCLA	JOHNSON & JOHNSON	33.0	B-ORG
Health	JOHNSON & JOHNSON	33.0	I-ORG
System	JOHNSON & JOHNSON	33.0	I-ORG
;	JOHNSON & JOHNSON	33.0	O
and	JOHNSON & JOHNSON	33.0	O
Distinguished	JOHNSON & JOHNSON	33.0	B-TITLE
Professor	JOHNSON & JOHNSON	33.0	I-TITLE
of	JOHNSON & JOHNSON	33.0	I-TITLE
Gynecology	JOHNSON & JOHNSON	33.0	I-TITLE
and	JOHNSON & JOHNSON	33.0	I-TITLE
Health	JOHNSON & JOHNSON	33.0	I-TITLE
Policy	JOHNSON & JOHNSON	33.0	I-TITLE
at	JOHNSON & JOHNSON	33.0	O
UCLA	JOHNSON & JOHNSON	33.0	B-ORG
.	JOHNSON & JOHNSON	33.0	O
			
Prior	JOHNSON & JOHNSON	33.0	O
to	JOHNSON & JOHNSON	33.0	O
UCLA	JOHNSON & JOHNSON	33.0	B-ORG
,	JOHNSON & JOHNSON	33.0	O
he	JOHNSON & JOHNSON	33.0	O
served	JOHNSON & JOHNSON	33.0	O
as	JOHNSON & JOHNSON	33.0	O
Executive	JOHNSON & JOHNSON	33.0	B-TITLE
Vice	JOHNSON & JOHNSON	33.0	I-TITLE
Chancellor	JOHNSON & JOHNSON	33.0	I-TITLE
and	JOHNSON & JOHNSON	33.0	O
Provost	JOHNSON & JOHNSON	33.0	B-TITLE
at	JOHNSON & JOHNSON	33.0	O
the	JOHNSON & JOHNSON	33.0	O
University	JOHNSON & JOHNSON	33.0	B-ORG
of	JOHNSON & JOHNSON	33.0	I-ORG
California	JOHNSON & JOHNSON	33.0	I-ORG
,	JOHNSON & JOHNSON	33.0	O
San	JOHNSON & JOHNSON	33.0	B-GPE
Francisco	JOHNSON & JOHNSON	33.0	I-GPE
(	JOHNSON & JOHNSON	33.0	O
UCSF	JOHNSON & JOHNSON	33.0	B-ORG
)	JOHNSON & JOHNSON	33.0	O
from	JOHNSON & JOHNSON	33.0	O
2004	JOHNSON & JOHNSON	33.0	B-DATE
to	JOHNSON & JOHNSON	33.0	I-DATE
2010	JOHNSON & JOHNSON	33.0	I-DATE
.	JOHNSON & JOHNSON	33.0	O
			
Dr.	JOHNSON & JOHNSON	33.0	O
Washington	JOHNSON & JOHNSON	33.0	B-PERSON
co-founded	JOHNSON & JOHNSON	33.0	O
UCSF	JOHNSON & JOHNSON	33.0	B-ORG
s	JOHNSON & JOHNSON	33.0	O
Medical	JOHNSON & JOHNSON	33.0	B-ORG
Effectiveness	JOHNSON & JOHNSON	33.0	I-ORG
Research	JOHNSON & JOHNSON	33.0	I-ORG
Center	JOHNSON & JOHNSON	33.0	I-ORG
for	JOHNSON & JOHNSON	33.0	I-ORG
Diverse	JOHNSON & JOHNSON	33.0	I-ORG
Populations	JOHNSON & JOHNSON	33.0	I-ORG
in	JOHNSON & JOHNSON	33.0	O
1993	JOHNSON & JOHNSON	33.0	B-DATE
and	JOHNSON & JOHNSON	33.0	O
served	JOHNSON & JOHNSON	33.0	O
as	JOHNSON & JOHNSON	33.0	O
Director	JOHNSON & JOHNSON	33.0	B-TITLE
until	JOHNSON & JOHNSON	33.0	O
2005	JOHNSON & JOHNSON	33.0	B-DATE
.	JOHNSON & JOHNSON	33.0	O
			
He	JOHNSON & JOHNSON	33.0	O
was	JOHNSON & JOHNSON	33.0	O
Chair	JOHNSON & JOHNSON	33.0	B-TITLE
of	JOHNSON & JOHNSON	33.0	O
the	JOHNSON & JOHNSON	33.0	O
Department	JOHNSON & JOHNSON	33.0	B-ORG
of	JOHNSON & JOHNSON	33.0	I-ORG
Obstetrics	JOHNSON & JOHNSON	33.0	I-ORG
,	JOHNSON & JOHNSON	33.0	I-ORG
Gynecology	JOHNSON & JOHNSON	33.0	I-ORG
,	JOHNSON & JOHNSON	33.0	I-ORG
and	JOHNSON & JOHNSON	33.0	I-ORG
Reproductive	JOHNSON & JOHNSON	33.0	I-ORG
Sciences	JOHNSON & JOHNSON	33.0	I-ORG
at	JOHNSON & JOHNSON	33.0	O
UCSF	JOHNSON & JOHNSON	33.0	B-ORG
from	JOHNSON & JOHNSON	33.0	O
1996	JOHNSON & JOHNSON	33.0	B-DATE
to	JOHNSON & JOHNSON	33.0	I-DATE
2004	JOHNSON & JOHNSON	33.0	I-DATE
.	JOHNSON & JOHNSON	33.0	O
			
Dr.	JOHNSON & JOHNSON	33.0	O
Washington	JOHNSON & JOHNSON	33.0	B-PERSON
also	JOHNSON & JOHNSON	33.0	O
co-founded	JOHNSON & JOHNSON	33.0	O
the	JOHNSON & JOHNSON	33.0	O
UCSF-Stanford	JOHNSON & JOHNSON	33.0	B-ORG
Evidence-based	JOHNSON & JOHNSON	33.0	I-ORG
Practice	JOHNSON & JOHNSON	33.0	I-ORG
Center	JOHNSON & JOHNSON	33.0	I-ORG
and	JOHNSON & JOHNSON	33.0	O
served	JOHNSON & JOHNSON	33.0	O
as	JOHNSON & JOHNSON	33.0	O
its	JOHNSON & JOHNSON	33.0	O
first	JOHNSON & JOHNSON	33.0	O
Director	JOHNSON & JOHNSON	33.0	B-ORG
from	JOHNSON & JOHNSON	33.0	O
1997	JOHNSON & JOHNSON	33.0	B-DATE
to	JOHNSON & JOHNSON	33.0	I-DATE
2002	JOHNSON & JOHNSON	33.0	I-DATE
.	JOHNSON & JOHNSON	33.0	O
			
Prior	JOHNSON & JOHNSON	33.0	O
to	JOHNSON & JOHNSON	33.0	O
UCSF	JOHNSON & JOHNSON	33.0	B-ORG
,	JOHNSON & JOHNSON	33.0	O
Dr.	JOHNSON & JOHNSON	33.0	O
Washington	JOHNSON & JOHNSON	33.0	B-PERSON
worked	JOHNSON & JOHNSON	33.0	O
at	JOHNSON & JOHNSON	33.0	O
the	JOHNSON & JOHNSON	33.0	O
Centers	JOHNSON & JOHNSON	33.0	B-ORG
for	JOHNSON & JOHNSON	33.0	I-ORG
Disease	JOHNSON & JOHNSON	33.0	I-ORG
Control	JOHNSON & JOHNSON	33.0	I-ORG
and	JOHNSON & JOHNSON	33.0	I-ORG
Prevention	JOHNSON & JOHNSON	33.0	I-ORG
.	JOHNSON & JOHNSON	33.0	O
			
Dr.	JOHNSON & JOHNSON	33.0	O
Washington	JOHNSON & JOHNSON	33.0	B-PERSON
was	JOHNSON & JOHNSON	33.0	O
elected	JOHNSON & JOHNSON	33.0	O
to	JOHNSON & JOHNSON	33.0	O
the	JOHNSON & JOHNSON	33.0	O
National	JOHNSON & JOHNSON	33.0	B-ORG
Academy	JOHNSON & JOHNSON	33.0	I-ORG
of	JOHNSON & JOHNSON	33.0	I-ORG
Sciences	JOHNSON & JOHNSON	33.0	I-ORG
	JOHNSON & JOHNSON	33.0	I-ORG
Institute	JOHNSON & JOHNSON	33.0	I-ORG
of	JOHNSON & JOHNSON	33.0	I-ORG
Medicine	JOHNSON & JOHNSON	33.0	I-ORG
in	JOHNSON & JOHNSON	33.0	O
1997	JOHNSON & JOHNSON	33.0	B-DATE
,	JOHNSON & JOHNSON	33.0	O
where	JOHNSON & JOHNSON	33.0	O
he	JOHNSON & JOHNSON	33.0	O
served	JOHNSON & JOHNSON	33.0	O
on	JOHNSON & JOHNSON	33.0	O
its	JOHNSON & JOHNSON	33.0	O
governing	JOHNSON & JOHNSON	33.0	O
Council	JOHNSON & JOHNSON	33.0	B-ORG
.	JOHNSON & JOHNSON	33.0	O
			
He	JOHNSON & JOHNSON	33.0	O
was	JOHNSON & JOHNSON	33.0	O
founding	JOHNSON & JOHNSON	33.0	O
Chair	JOHNSON & JOHNSON	33.0	B-TITLE
of	JOHNSON & JOHNSON	33.0	O
the	JOHNSON & JOHNSON	33.0	O
Board	JOHNSON & JOHNSON	33.0	B-TITLE
of	JOHNSON & JOHNSON	33.0	I-TITLE
Governors	JOHNSON & JOHNSON	33.0	I-TITLE
of	JOHNSON & JOHNSON	33.0	O
the	JOHNSON & JOHNSON	33.0	O
Patient-Centered	JOHNSON & JOHNSON	33.0	B-ORG
Outcomes	JOHNSON & JOHNSON	33.0	I-ORG
Research	JOHNSON & JOHNSON	33.0	I-ORG
Institute	JOHNSON & JOHNSON	33.0	I-ORG
,	JOHNSON & JOHNSON	33.0	O
served	JOHNSON & JOHNSON	33.0	O
as	JOHNSON & JOHNSON	33.0	O
a	JOHNSON & JOHNSON	33.0	O
member	JOHNSON & JOHNSON	33.0	B-TITLE
of	JOHNSON & JOHNSON	33.0	O
the	JOHNSON & JOHNSON	33.0	O
Scientific	JOHNSON & JOHNSON	33.0	B-ORG
Management	JOHNSON & JOHNSON	33.0	I-ORG
Review	JOHNSON & JOHNSON	33.0	I-ORG
Board	JOHNSON & JOHNSON	33.0	I-ORG
for	JOHNSON & JOHNSON	33.0	O
the	JOHNSON & JOHNSON	33.0	O
NIH	JOHNSON & JOHNSON	33.0	B-ORG
,	JOHNSON & JOHNSON	33.0	O
and	JOHNSON & JOHNSON	33.0	O
also	JOHNSON & JOHNSON	33.0	O
served	JOHNSON & JOHNSON	33.0	O
as	JOHNSON & JOHNSON	33.0	O
Chair	JOHNSON & JOHNSON	33.0	B-TITLE
of	JOHNSON & JOHNSON	33.0	O
the	JOHNSON & JOHNSON	33.0	O
Board	JOHNSON & JOHNSON	33.0	B-ORG
of	JOHNSON & JOHNSON	33.0	I-ORG
Directors	JOHNSON & JOHNSON	33.0	I-ORG
of	JOHNSON & JOHNSON	33.0	O
both	JOHNSON & JOHNSON	33.0	O
the	JOHNSON & JOHNSON	33.0	O
California	JOHNSON & JOHNSON	33.0	B-ORG
HealthCare	JOHNSON & JOHNSON	33.0	I-ORG
Foundation	JOHNSON & JOHNSON	33.0	I-ORG
and	JOHNSON & JOHNSON	33.0	O
The	JOHNSON & JOHNSON	33.0	B-ORG
California	JOHNSON & JOHNSON	33.0	I-ORG
Wellness	JOHNSON & JOHNSON	33.0	I-ORG
Foundation	JOHNSON & JOHNSON	33.0	I-ORG
.	JOHNSON & JOHNSON	33.0	O
			
Dr.	JOHNSON & JOHNSON	33.0	O
Washington	JOHNSON & JOHNSON	33.0	B-PERSON
currently	JOHNSON & JOHNSON	33.0	O
serves	JOHNSON & JOHNSON	33.0	O
on	JOHNSON & JOHNSON	33.0	O
the	JOHNSON & JOHNSON	33.0	O
Boards	JOHNSON & JOHNSON	33.0	B-ORG
of	JOHNSON & JOHNSON	33.0	I-ORG
Directors	JOHNSON & JOHNSON	33.0	I-ORG
of	JOHNSON & JOHNSON	33.0	O
the	JOHNSON & JOHNSON	33.0	O
Kaiser	JOHNSON & JOHNSON	33.0	B-ORG
Foundation	JOHNSON & JOHNSON	33.0	I-ORG
Hospitals	JOHNSON & JOHNSON	33.0	I-ORG
and	JOHNSON & JOHNSON	33.0	O
Kaiser	JOHNSON & JOHNSON	33.0	B-ORG
Foundation	JOHNSON & JOHNSON	33.0	I-ORG
Health	JOHNSON & JOHNSON	33.0	I-ORG
Plan	JOHNSON & JOHNSON	33.0	I-ORG
,	JOHNSON & JOHNSON	33.0	I-ORG
Inc.	JOHNSON & JOHNSON	33.0	I-ORG
Current	JOHNSON & JOHNSON	33.0	O
Committees	JOHNSON & JOHNSON	33.0	O
:	JOHNSON & JOHNSON	33.0	O
Member	JOHNSON & JOHNSON	33.0	B-TITLE
,	JOHNSON & JOHNSON	33.0	O
Compensation	JOHNSON & JOHNSON	33.0	B-ORG
&	JOHNSON & JOHNSON	33.0	I-ORG
Benefits	JOHNSON & JOHNSON	33.0	I-ORG
.	JOHNSON & JOHNSON	33.0	O
			
Member	JOHNSON & JOHNSON	33.0	B-TITLE
,	JOHNSON & JOHNSON	33.0	O
Science	JOHNSON & JOHNSON	33.0	B-ORG
,	JOHNSON & JOHNSON	33.0	I-ORG
Technology	JOHNSON & JOHNSON	33.0	I-ORG
&	JOHNSON & JOHNSON	33.0	I-ORG
Sustainability	JOHNSON & JOHNSON	33.0	I-ORG
.	JOHNSON & JOHNSON	33.0	O
			
Other	JOHNSON & JOHNSON	33.0	O
Public	JOHNSON & JOHNSON	33.0	O
Board	JOHNSON & JOHNSON	33.0	O
Service	JOHNSON & JOHNSON	33.0	O
:	JOHNSON & JOHNSON	33.0	O
None	JOHNSON & JOHNSON	33.0	O
.	JOHNSON & JOHNSON	33.0	O
			
RONALD	JOHNSON & JOHNSON	34.0	B-PERSON
A.	JOHNSON & JOHNSON	34.0	I-PERSON
WILLIAMS	JOHNSON & JOHNSON	34.0	I-PERSON
-	JOHNSON & JOHNSON	34.0	O
Independent	JOHNSON & JOHNSON	34.0	B-TITLE
Director	JOHNSON & JOHNSON	34.0	I-TITLE
.	JOHNSON & JOHNSON	34.0	O
			
Primary	JOHNSON & JOHNSON	34.0	O
Occupation	JOHNSON & JOHNSON	34.0	O
:	JOHNSON & JOHNSON	34.0	O
Former	JOHNSON & JOHNSON	34.0	O
Chairman	JOHNSON & JOHNSON	34.0	B-TITLE
and	JOHNSON & JOHNSON	34.0	O
Chief	JOHNSON & JOHNSON	34.0	B-TITLE
Executive	JOHNSON & JOHNSON	34.0	I-TITLE
Officer	JOHNSON & JOHNSON	34.0	I-TITLE
,	JOHNSON & JOHNSON	34.0	O
Aetna	JOHNSON & JOHNSON	34.0	B-ORG
Inc	JOHNSON & JOHNSON	34.0	I-ORG
.	JOHNSON & JOHNSON	34.0	O
			
Skills	JOHNSON & JOHNSON	34.0	O
and	JOHNSON & JOHNSON	34.0	O
Qualifications	JOHNSON & JOHNSON	34.0	O
:	JOHNSON & JOHNSON	34.0	O
With	JOHNSON & JOHNSON	34.0	O
his	JOHNSON & JOHNSON	34.0	O
long	JOHNSON & JOHNSON	34.0	O
and	JOHNSON & JOHNSON	34.0	O
distinguished	JOHNSON & JOHNSON	34.0	O
career	JOHNSON & JOHNSON	34.0	O
in	JOHNSON & JOHNSON	34.0	O
the	JOHNSON & JOHNSON	34.0	O
healthcare	JOHNSON & JOHNSON	34.0	O
industry	JOHNSON & JOHNSON	34.0	O
,	JOHNSON & JOHNSON	34.0	O
from	JOHNSON & JOHNSON	34.0	O
his	JOHNSON & JOHNSON	34.0	O
experience	JOHNSON & JOHNSON	34.0	O
leading	JOHNSON & JOHNSON	34.0	O
one	JOHNSON & JOHNSON	34.0	O
of	JOHNSON & JOHNSON	34.0	O
Fortune	JOHNSON & JOHNSON	34.0	B-ORG
s	JOHNSON & JOHNSON	34.0	O
Most	JOHNSON & JOHNSON	34.0	B-PRODUCT
Admired	JOHNSON & JOHNSON	34.0	I-PRODUCT
healthcare	JOHNSON & JOHNSON	34.0	O
companies	JOHNSON & JOHNSON	34.0	O
to	JOHNSON & JOHNSON	34.0	O
his	JOHNSON & JOHNSON	34.0	O
career-long	JOHNSON & JOHNSON	34.0	O
role	JOHNSON & JOHNSON	34.0	O
as	JOHNSON & JOHNSON	34.0	O
an	JOHNSON & JOHNSON	34.0	O
advocate	JOHNSON & JOHNSON	34.0	O
for	JOHNSON & JOHNSON	34.0	O
meaningful	JOHNSON & JOHNSON	34.0	O
healthcare	JOHNSON & JOHNSON	34.0	O
reform	JOHNSON & JOHNSON	34.0	O
,	JOHNSON & JOHNSON	34.0	O
Mr.	JOHNSON & JOHNSON	34.0	O
Williams	JOHNSON & JOHNSON	34.0	B-PERSON
provides	JOHNSON & JOHNSON	34.0	O
our	JOHNSON & JOHNSON	34.0	O
Board	JOHNSON & JOHNSON	34.0	B-ORG
with	JOHNSON & JOHNSON	34.0	O
an	JOHNSON & JOHNSON	34.0	O
exceptional	JOHNSON & JOHNSON	34.0	O
combination	JOHNSON & JOHNSON	34.0	O
of	JOHNSON & JOHNSON	34.0	O
operational	JOHNSON & JOHNSON	34.0	O
management	JOHNSON & JOHNSON	34.0	O
expertise	JOHNSON & JOHNSON	34.0	O
and	JOHNSON & JOHNSON	34.0	O
insight	JOHNSON & JOHNSON	34.0	O
into	JOHNSON & JOHNSON	34.0	O
both	JOHNSON & JOHNSON	34.0	O
public	JOHNSON & JOHNSON	34.0	O
healthcare	JOHNSON & JOHNSON	34.0	O
policy	JOHNSON & JOHNSON	34.0	O
and	JOHNSON & JOHNSON	34.0	O
the	JOHNSON & JOHNSON	34.0	O
healthcare	JOHNSON & JOHNSON	34.0	O
industry	JOHNSON & JOHNSON	34.0	O
critical	JOHNSON & JOHNSON	34.0	O
to	JOHNSON & JOHNSON	34.0	O
a	JOHNSON & JOHNSON	34.0	O
large	JOHNSON & JOHNSON	34.0	O
public	JOHNSON & JOHNSON	34.0	O
company	JOHNSON & JOHNSON	34.0	O
in	JOHNSON & JOHNSON	34.0	O
the	JOHNSON & JOHNSON	34.0	O
healthcare	JOHNSON & JOHNSON	34.0	O
industry.Background	JOHNSON & JOHNSON	34.0	O
:	JOHNSON & JOHNSON	34.0	O
Mr.	JOHNSON & JOHNSON	34.0	O
Williams	JOHNSON & JOHNSON	34.0	B-PERSON
,	JOHNSON & JOHNSON	34.0	O
age	JOHNSON & JOHNSON	34.0	B-DATE
69	JOHNSON & JOHNSON	34.0	I-DATE
,	JOHNSON & JOHNSON	34.0	O
served	JOHNSON & JOHNSON	34.0	O
as	JOHNSON & JOHNSON	34.0	O
Chairman	JOHNSON & JOHNSON	34.0	B-TITLE
and	JOHNSON & JOHNSON	34.0	O
Chief	JOHNSON & JOHNSON	34.0	B-TITLE
Executive	JOHNSON & JOHNSON	34.0	I-TITLE
Officer	JOHNSON & JOHNSON	34.0	I-TITLE
of	JOHNSON & JOHNSON	34.0	O
Aetna	JOHNSON & JOHNSON	34.0	B-ORG
Inc.	JOHNSON & JOHNSON	34.0	I-ORG
(	JOHNSON & JOHNSON	34.0	O
managed	JOHNSON & JOHNSON	34.0	O
care	JOHNSON & JOHNSON	34.0	O
and	JOHNSON & JOHNSON	34.0	O
health	JOHNSON & JOHNSON	34.0	O
insurance	JOHNSON & JOHNSON	34.0	O
)	JOHNSON & JOHNSON	34.0	O
from	JOHNSON & JOHNSON	34.0	O
2006	JOHNSON & JOHNSON	34.0	B-DATE
to	JOHNSON & JOHNSON	34.0	I-DATE
2010	JOHNSON & JOHNSON	34.0	I-DATE
,	JOHNSON & JOHNSON	34.0	O
and	JOHNSON & JOHNSON	34.0	O
as	JOHNSON & JOHNSON	34.0	O
Chairman	JOHNSON & JOHNSON	34.0	B-TITLE
from	JOHNSON & JOHNSON	34.0	O
2010	JOHNSON & JOHNSON	34.0	B-DATE
until	JOHNSON & JOHNSON	34.0	O
his	JOHNSON & JOHNSON	34.0	O
retirement	JOHNSON & JOHNSON	34.0	O
in	JOHNSON & JOHNSON	34.0	O
April	JOHNSON & JOHNSON	34.0	B-DATE
2011	JOHNSON & JOHNSON	34.0	I-DATE
.	JOHNSON & JOHNSON	34.0	O
			
He	JOHNSON & JOHNSON	34.0	O
is	JOHNSON & JOHNSON	34.0	O
also	JOHNSON & JOHNSON	34.0	O
an	JOHNSON & JOHNSON	34.0	O
advisor	JOHNSON & JOHNSON	34.0	B-TITLE
to	JOHNSON & JOHNSON	34.0	O
the	JOHNSON & JOHNSON	34.0	O
private	JOHNSON & JOHNSON	34.0	O
equity	JOHNSON & JOHNSON	34.0	O
firm	JOHNSON & JOHNSON	34.0	O
,	JOHNSON & JOHNSON	34.0	O
Clayton	JOHNSON & JOHNSON	34.0	B-ORG
,	JOHNSON & JOHNSON	34.0	I-ORG
Dubilier	JOHNSON & JOHNSON	34.0	I-ORG
&	JOHNSON & JOHNSON	34.0	I-ORG
Rice	JOHNSON & JOHNSON	34.0	I-ORG
,	JOHNSON & JOHNSON	34.0	I-ORG
LLC	JOHNSON & JOHNSON	34.0	I-ORG
.	JOHNSON & JOHNSON	34.0	O
			
In	JOHNSON & JOHNSON	34.0	O
addition	JOHNSON & JOHNSON	34.0	O
,	JOHNSON & JOHNSON	34.0	O
Mr.	JOHNSON & JOHNSON	34.0	O
Williams	JOHNSON & JOHNSON	34.0	B-PERSON
serves	JOHNSON & JOHNSON	34.0	O
on	JOHNSON & JOHNSON	34.0	O
the	JOHNSON & JOHNSON	34.0	O
boards	JOHNSON & JOHNSON	34.0	B-ORG
of	JOHNSON & JOHNSON	34.0	O
MIT	JOHNSON & JOHNSON	34.0	B-ORG
Corporation	JOHNSON & JOHNSON	34.0	I-ORG
,	JOHNSON & JOHNSON	34.0	O
Peterson	JOHNSON & JOHNSON	34.0	B-ORG
Institute	JOHNSON & JOHNSON	34.0	I-ORG
for	JOHNSON & JOHNSON	34.0	I-ORG
International	JOHNSON & JOHNSON	34.0	I-ORG
Economics	JOHNSON & JOHNSON	34.0	I-ORG
,	JOHNSON & JOHNSON	34.0	O
the	JOHNSON & JOHNSON	34.0	O
Advisory	JOHNSON & JOHNSON	34.0	B-ORG
Board	JOHNSON & JOHNSON	34.0	I-ORG
of	JOHNSON & JOHNSON	34.0	I-ORG
Peterson	JOHNSON & JOHNSON	34.0	I-ORG
Center	JOHNSON & JOHNSON	34.0	I-ORG
on	JOHNSON & JOHNSON	34.0	I-ORG
Healthcare	JOHNSON & JOHNSON	34.0	I-ORG
and	JOHNSON & JOHNSON	34.0	O
is	JOHNSON & JOHNSON	34.0	O
Vice	JOHNSON & JOHNSON	34.0	B-TITLE
Chairman	JOHNSON & JOHNSON	34.0	I-TITLE
of	JOHNSON & JOHNSON	34.0	O
the	JOHNSON & JOHNSON	34.0	O
Board	JOHNSON & JOHNSON	34.0	B-ORG
of	JOHNSON & JOHNSON	34.0	I-ORG
Trustees	JOHNSON & JOHNSON	34.0	I-ORG
of	JOHNSON & JOHNSON	34.0	O
The	JOHNSON & JOHNSON	34.0	B-ORG
Conference	JOHNSON & JOHNSON	34.0	I-ORG
Board	JOHNSON & JOHNSON	34.0	I-ORG
.	JOHNSON & JOHNSON	34.0	O
			
Previously	JOHNSON & JOHNSON	34.0	O
,	JOHNSON & JOHNSON	34.0	O
Mr.	JOHNSON & JOHNSON	34.0	O
Williams	JOHNSON & JOHNSON	34.0	B-PERSON
served	JOHNSON & JOHNSON	34.0	O
on	JOHNSON & JOHNSON	34.0	O
President	JOHNSON & JOHNSON	34.0	B-TITLE
Obama	JOHNSON & JOHNSON	34.0	B-PERSON
s	JOHNSON & JOHNSON	34.0	O
Management	JOHNSON & JOHNSON	34.0	B-ORG
