token	label	director	company
['As', 'former', 'Chief', 'Executive', 'Officer', 'for', 'Brocade', 'and', 'prior', 'to', 'that', 'for', 'multiple', 'technology', 'companies', ',', 'he', 'has', 'extensive', 'experience', 'with', 'information', 'technology', ',', 'strategic', 'planning', ',', 'finance', 'and', 'risk', 'management', '.']	['O', 'O', 'B-TITLE', 'I-TITLE', 'I-TITLE', 'O', 'B-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	70.0	VISA INC-CLASS A SHARES
['As', 'a', 'director', 'of', 'a', 'number', 'of', 'public', 'and', 'private', 'companies', ',', 'he', 'has', 'experience', 'with', 'corporate', 'governance', ',', 'financial', 'reporting', 'and', 'controls', ',', 'risk', 'management', 'and', 'business', 'strategy', 'and', 'operations', '.']	['O', 'O', 'B-TITLE', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	70.0	VISA INC-CLASS A SHARES
['Francisco', 'Javier', 'Fern�ndez-Carbajal', '-', 'Age', ':', '63', '.']	['B-PERSON', 'I-PERSON', 'I-PERSON', 'O', 'B-DATE', 'I-DATE', 'I-DATE', 'O']	71.0	VISA INC-CLASS A SHARES
['Independent', '.']	['B-TITLE', 'O']	71.0	VISA INC-CLASS A SHARES
['Director', 'Since', ':', 'October', '2007', '.']	['B-TITLE', 'O', 'O', 'B-DATE', 'I-DATE', 'O']	71.0	VISA INC-CLASS A SHARES
['Board', 'Committees', ':', 'Compensation', 'Committee', ';', 'Nominating', 'and', 'Corporate', 'Governance', 'Committee', '.']	['O', 'O', 'O', 'B-ORG', 'I-ORG', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'O']	71.0	VISA INC-CLASS A SHARES
['Public', 'Company', 'Directorships', ':', '(', 'current', ')', 'ALFA', 'S.A.B', '.', 'de', 'C.V.', ';', 'CEMEX', 'S.A.B', '.', 'C.V.', ';', 'Fomento', 'Economico', 'Mexicano', ',', 'S.A.B', '.', 'de', 'C.V.', ';', 'Visa', 'Inc.', '(', 'prior', ')', 'El', 'Puerto', 'de', 'Liverpool', ',', 'S.A.B', '.', 'de', 'C.V.', ';', 'Fresnillo', ',', 'plc', ';', 'Grupo', 'Aeroportuario', 'del', 'Pacifico', ',', 'S.A.B', '.', 'de', 'C.V.', ';', 'Grupo', 'Bimbo', ',', 'S.A.B', '.', 'de', 'C.V.', ';', 'Grupo', 'Gigante', ',', 'S.A.B', '.', 'de', 'C.V.', ';', 'Grupo', 'Lamosa', ',', 'S.A.B', '.', 'de', 'C.V.', ';', 'IXE', 'Grupo', 'Financiero', 'S.A.B', '.', 'de', 'C.V.', 'Career', 'Highlights', ':', 'Consultant', 'for', 'public', 'and', 'private', 'investment', 'transactions', 'and', 'wealth', 'management', 'advisor', 'since', 'January', '2002', '.']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'O', 'B-ORG', 'I-ORG', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'O', 'O', 'O', 'B-TITLE', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-DATE', 'I-DATE', 'O']	71.0	VISA INC-CLASS A SHARES
['Director', 'General', 'of', 'Servicios', 'Administrativos', 'Contry', 'S.A.', 'de', 'C.V.', ',', 'a', 'privately', 'held', 'company', 'that', 'provides', 'central', 'administrative', 'and', 'investment', 'management', 'services', ',', 'since', 'June', '2005', '.']	['B-DATE', 'I-DATE', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-DATE', 'I-DATE', 'O']	71.0	VISA INC-CLASS A SHARES
['Chief', 'Executive', 'Officer', 'of', 'the', 'Corporate', 'Development', 'Division', 'of', 'Grupo', 'Financiero', 'BBVA', 'Bancomer', ',', 'S.A.', ',', 'a', 'Mexico-based', 'banking', 'and', 'financial', 'services', 'company', 'that', 'owns', 'BBVA', 'Bancomer', ',', 'one', 'of', 'Mexico', 's', 'largest', 'banks', 'from', 'July', '2000', 'to', 'January', '2002', ';', 'held', 'other', 'senior', 'executive', 'positions', 'at', 'Grupo', 'Financiero', 'BBVA', 'Bancomer', 'since', 'joining', 'in', 'September', '1991', ',', 'serving', 'as', 'President', 'from', 'October', '1999', 'to', 'July', '2000', ',', 'and', 'as', 'Chief', 'Financial', 'Officer', 'from', 'October', '1995', 'to', 'October', '1999', '.']	['B-TITLE', 'I-TITLE', 'I-TITLE', 'O', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'O', 'O', 'O', 'B-GPE', 'O', 'O', 'O', 'O', 'B-DATE', 'I-DATE', 'I-DATE', 'I-DATE', 'I-DATE', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'O', 'O', 'O', 'B-DATE', 'I-DATE', 'O', 'O', 'O', 'B-TITLE', 'O', 'B-DATE', 'I-DATE', 'I-DATE', 'I-DATE', 'I-DATE', 'O', 'O', 'O', 'B-TITLE', 'I-TITLE', 'I-TITLE', 'O', 'B-DATE', 'I-DATE', 'I-DATE', 'I-DATE', 'I-DATE', 'O']	71.0	VISA INC-CLASS A SHARES
['Degree', 'in', 'Mechanical', 'and', 'Electrical', 'Engineering', 'from', 'the', 'Instituto', 'Tecnol�gico', 'y', 'de', 'Estudios', 'Superiores', 'de', 'Monterrey', 'and', 'an', 'M.B.A.', 'degree', 'from', 'Harvard', 'Business', 'School', '.']	['B-PRODUCT', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'O', 'O', 'B-PRODUCT', 'O', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'O']	71.0	VISA INC-CLASS A SHARES
['Specific', 'Qualifications', ',', 'Experience', ',', 'Attributes', 'and', 'Skills', ':', 'Substantial', 'payment', 'systems', ',', 'financial', 'services', 'and', 'leadership', 'experience', 'from', 'his', 'tenure', 'with', 'Grupo', 'Financiero', 'BBVA', 'Bancomer', ',', 'for', 'which', 'he', 'served', 'in', 'a', 'variety', 'of', 'senior', 'executive', 'roles', ',', 'including', 'Chief', 'Executive', 'Officer', 'of', 'the', 'Corporate', 'Development', 'Division', ',', 'Executive', 'Vice', 'President', 'of', 'Strategic', 'Planning', ',', 'Deputy', 'President', 'of', 'Systems', 'and', 'Operations', ',', 'Chief', 'Information', 'Officer', ',', 'Deputy', 'President', ',', 'President', 'and', 'Chief', 'Financial', 'Officer', '.']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'O', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'O', 'B-TITLE', 'I-TITLE', 'I-TITLE', 'O', 'B-ORG', 'I-ORG', 'O', 'B-TITLE', 'I-TITLE', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'O', 'B-TITLE', 'I-TITLE', 'I-TITLE', 'O', 'B-TITLE', 'I-TITLE', 'O', 'B-TITLE', 'O', 'B-TITLE', 'I-TITLE', 'I-TITLE', 'O']	71.0	VISA INC-CLASS A SHARES
['Background', 'and', 'career', 'in', 'the', 'payments', 'and', 'financial', 'services', 'industry', 'in', 'Mexico', 'enable', 'him', 'to', 'bring', 'global', 'perspectives', 'to', 'the', 'board', 'and', 'to', 'provide', 'relevant', 'insights', 'regarding', 'Visa', 's', 'strategies', ',', 'operations', 'and', 'management', '.']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-GPE', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	71.0	VISA INC-CLASS A SHARES
['In', 'addition', ',', 'he', 'chaired', 'the', 'BBVA', 'Bancomer', 's', 'Assets', 'and', 'Liabilities', 'Committee', ',', 'Credit', 'Committee', 'and', 'Operational', 'Risk', 'Committee', ',', 'which', 'enhanced', 'his', 'understanding', 'of', 'risk', 'management', 'of', 'large', ',', 'complex', 'organizations', '.']	['O', 'O', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	71.0	VISA INC-CLASS A SHARES
['As', 'the', 'Chief', 'Financial', 'Officer', 'of', 'a', 'large', 'publicly-traded', 'company', ',', 'and', 'through', 'his', 'board', 'and', 'committee', 'membership', 'with', 'several', 'large', 'companies', 'in', 'Mexico', ',', 'he', 'has', 'accumulated', 'extensive', 'experience', 'in', 'corporate', 'finance', 'and', 'accounting', ',', 'financial', 'reporting', 'and', 'internal', 'controls', ',', 'human', 'resources', 'and', 'compensation', ',', 'which', 'contributes', 'to', 'his', 'service', 'on', 'our', 'Compensation', 'and', 'Nominating', 'and', 'Corporate', 'Governance', 'Committees', '.']	['O', 'O', 'B-TITLE', 'I-TITLE', 'I-TITLE', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-GPE', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'O']	71.0	VISA INC-CLASS A SHARES
['Francis', 'S.', 'Blake', '-', 'Director', 'since', '2015', '.']	['B-PERSON', 'I-PERSON', 'I-PERSON', 'O', 'B-TITLE', 'O', 'B-DATE', 'O']	80.0	PROCTER & GAMBLE CO/THE
['Age', '69', '.']	['B-DATE', 'I-DATE', 'O']	80.0	PROCTER & GAMBLE CO/THE
['Mr.', 'Blake', 'is', 'the', 'former', 'Chairman', 'of', 'the', 'Board', 'and', 'Chief', 'Executive', 'Officer', 'of', 'The', 'Home', 'Depot', ',', 'Inc.', '(', 'a', 'national', 'retailer', ')', '.']	['O', 'B-PERSON', 'O', 'O', 'O', 'B-TITLE', 'O', 'O', 'B-ORG', 'O', 'B-TITLE', 'I-TITLE', 'I-TITLE', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'O', 'O', 'O', 'O', 'O', 'O']	80.0	PROCTER & GAMBLE CO/THE
['He', 'served', 'as', 'the', 'Chairman', 'of', 'the', 'Board', 'from', '2007', 'to', '2015', 'and', 'as', 'Chief', 'Executive', 'Officer', 'from', '2007', 'to', '2014', '.']	['O', 'O', 'O', 'O', 'B-TITLE', 'O', 'O', 'B-ORG', 'O', 'B-DATE', 'I-DATE', 'I-DATE', 'O', 'O', 'B-TITLE', 'I-TITLE', 'I-TITLE', 'O', 'B-DATE', 'I-DATE', 'I-DATE', 'O']	80.0	PROCTER & GAMBLE CO/THE
['He', 'previously', 'served', 'as', 'a', 'Director', 'of', 'Southern', 'Company', '(', 'a', 'super-regional', 'energy', 'company', ')', 'from', '2004', 'to', '2009', '.']	['O', 'O', 'O', 'O', 'O', 'B-TITLE', 'O', 'B-ORG', 'I-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-DATE', 'I-DATE', 'I-DATE', 'O']	80.0	PROCTER & GAMBLE CO/THE
['Mr.', 'Blake', 'has', 'been', 'a', 'Director', 'of', 'Delta', 'Airlines', 'since', '2014', 'and', 'was', 'appointed', 'non-Executive', 'Chairman', 'of', 'the', 'Board', 'in', '2016', '.']	['O', 'B-PERSON', 'O', 'O', 'O', 'B-TITLE', 'O', 'B-ORG', 'I-ORG', 'O', 'B-DATE', 'O', 'O', 'O', 'B-TITLE', 'I-TITLE', 'O', 'O', 'B-ORG', 'O', 'B-DATE', 'O']	80.0	PROCTER & GAMBLE CO/THE
['He', 'has', 'been', 'a', 'Director', 'at', 'Macy', 's', ',', 'Inc.', 'since', '2015', '.']	['O', 'O', 'O', 'O', 'B-TITLE', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'O', 'B-DATE', 'O']	80.0	PROCTER & GAMBLE CO/THE
['Mr.', 'Blake', 's', 'former', 'role', 'as', 'Chairman', 'and', 'CEO', 'of', 'Home', 'Depot', ',', 'where', 'he', 'successfully', 'rebuilt', 'Home', 'Depot', 's', 'retail', 'strategy', 'and', 'culture', 'during', 'a', 'weak', 'housing', 'and', 'job', 'market', ',', 'provides', 'him', 'with', 'extensive', 'Consumer', 'Industry/Retail', 'and', 'Marketing', 'knowledge', 'as', 'well', 'as', 'Leadership', ',', 'Strategy', ',', 'and', 'Risk', 'Management', 'skills', ',', 'which', 'Mr.', 'Blake', 'draws', 'upon', 'to', 'give', 'the', 'Board', 'better', 'insight', 'into', 'the', 'evolving', 'marketing', 'practices', 'in', 'the', 'retail', 'consumer', 'industry', 'and', 'the', 'actions', 'necessary', 'to', 'improve', 'the', 'Company', 's', 'strategy', 'and', 'culture', '.']	['O', 'B-PERSON', 'O', 'O', 'O', 'O', 'B-TITLE', 'O', 'B-TITLE', 'O', 'B-ORG', 'I-ORG', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PERSON', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'O', 'O', 'O', 'O', 'O']	80.0	PROCTER & GAMBLE CO/THE
['In', 'addition', 'to', 'the', 'strong', 'Corporate', 'Governance', 'skills', 'that', 'Mr.', 'Blake', 'developed', 'through', 'his', 'experience', 'on', 'other', 'public', 'company', 'boards', ',', 'including', 'as', 'non-Executive', 'Chairman', 'of', 'Delta', 'Airlines', 'Board', 'and', 'chair', 'of', 'its', 'Corporate', 'Governance', 'Committee', ',', 'he', 'also', 'contributes', 'his', 'significant', 'Government/Regulatory', 'experience', 'to', 'the', 'Board', ',', 'having', 'previously', 'served', 'as', 'General', 'Counsel', 'for', 'the', 'U.S.', 'Environmental', 'Protection', 'Agency', ',', 'Deputy', 'Counsel', 'to', 'Vice', 'President', 'George', 'H.', 'W.', 'Bush', ',', 'and', 'Deputy', 'Secretary', 'for', 'the', 'U.S.', 'Department', 'of', 'Energy', '.']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PERSON', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-TITLE', 'I-TITLE', 'O', 'B-ORG', 'I-ORG', 'B-ORG', 'O', 'B-TITLE', 'O', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'O', 'O', 'O', 'O', 'O', 'B-TITLE', 'I-TITLE', 'O', 'O', 'B-GPE', 'B-ORG', 'I-ORG', 'I-ORG', 'O', 'B-TITLE', 'I-TITLE', 'O', 'B-TITLE', 'I-TITLE', 'B-PERSON', 'I-PERSON', 'I-PERSON', 'I-PERSON', 'O', 'O', 'B-TITLE', 'I-TITLE', 'O', 'O', 'B-GPE', 'B-ORG', 'I-ORG', 'I-ORG', 'O']	80.0	PROCTER & GAMBLE CO/THE
['Member', 'of', 'the', 'Audit', 'and', 'Governance', '&', 'Public', 'Responsibility', 'Committees', '.']	['B-TITLE', 'O', 'O', 'B-ORG', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'O']	80.0	PROCTER & GAMBLE CO/THE
['Angela', 'F.', 'Braly', '-', 'Director', 'since', '2009', '.']	['B-PERSON', 'I-PERSON', 'I-PERSON', 'O', 'B-TITLE', 'O', 'B-DATE', 'O']	81.0	PROCTER & GAMBLE CO/THE
['Age', '57', '.']	['B-DATE', 'I-DATE', 'O']	81.0	PROCTER & GAMBLE CO/THE
['Ms.', 'Braly', 'is', 'the', 'former', 'Chair', 'of', 'the', 'Board', ',', 'President', 'and', 'Chief', 'Executive', 'Officer', 'of', 'WellPoint', ',', 'Inc.', '(', 'a', 'healthcare', 'insurance', 'company', ')', ',', 'now', 'known', 'as', 'Anthem', ',', 'Inc.', 'She', 'served', 'as', 'Chair', 'of', 'the', 'Board', 'from', '2010', 'to', '2012', 'and', 'as', 'President', 'and', 'Chief', 'Executive', 'Officer', 'from', '2007', 'to', '2012', '.']	['O', 'B-PERSON', 'O', 'O', 'O', 'B-TITLE', 'O', 'O', 'B-ORG', 'O', 'B-TITLE', 'O', 'B-TITLE', 'I-TITLE', 'I-TITLE', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'O', 'O', 'O', 'B-TITLE', 'O', 'O', 'B-ORG', 'O', 'B-DATE', 'I-DATE', 'I-DATE', 'O', 'O', 'B-TITLE', 'O', 'B-TITLE', 'I-TITLE', 'I-TITLE', 'O', 'B-DATE', 'I-DATE', 'I-DATE', 'O']	81.0	PROCTER & GAMBLE CO/THE
['She', 'previously', 'served', 'as', 'Executive', 'Vice', 'President', ',', 'General', 'Counsel', ',', 'and', 'Chief', 'Public', 'Affairs', 'Officer', 'of', 'WellPoint', 'from', '2005', 'to', '2007', ',', 'and', 'President', 'and', 'Chief', 'Executive', 'Officer', 'of', 'Blue', 'Cross', 'Blue', 'Shield', 'of', 'Missouri', 'from', '2003', 'to', '2005', '.']	['O', 'O', 'O', 'O', 'B-TITLE', 'I-TITLE', 'I-TITLE', 'O', 'B-TITLE', 'I-TITLE', 'O', 'O', 'B-TITLE', 'I-TITLE', 'I-TITLE', 'I-TITLE', 'O', 'B-ORG', 'O', 'B-DATE', 'I-DATE', 'I-DATE', 'O', 'O', 'B-TITLE', 'O', 'B-TITLE', 'I-TITLE', 'I-TITLE', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'O', 'B-GPE', 'O', 'B-DATE', 'I-DATE', 'I-DATE', 'O']	81.0	PROCTER & GAMBLE CO/THE
['Ms.', 'Braly', 'has', 'been', 'a', 'Director', 'of', 'Lowe', 's', 'Companies', ',', 'Inc.', 'since', '2013', ',', 'Brookfield', 'Asset', 'Management', 'since', '2015', ',', 'and', 'ExxonMobil', 'Corporation', 'since', '2016', '.']	['O', 'B-PERSON', 'O', 'O', 'O', 'B-TITLE', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'O', 'B-DATE', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'O', 'B-DATE', 'O', 'O', 'B-ORG', 'I-ORG', 'O', 'B-DATE', 'O']	81.0	PROCTER & GAMBLE CO/THE
['Ms.', 'Braly', 's', 'diverse', 'Leadership', ',', 'Strategy', ',', 'and', 'Risk', 'Management', 'experience', 'at', 'WellPoint', 'enables', 'her', 'to', 'provide', 'valuable', 'insight', 'about', 'risk', 'management', 'and', 'governance', 'matters', ',', 'particularly', 'as', 'it', 'pertains', 'to', 'the', 'Consumer', 'Industry/Retail', 'sector', ',', 'to', 'the', 'Board', '.']	['O', 'B-PERSON', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'O']	81.0	PROCTER & GAMBLE CO/THE
['Additionally', ',', 'her', 'role', 'as', 'General', 'Counsel', 'and', 'Chief', 'Public', 'Affairs', 'Officer', 'for', 'WellPoint', ',', 'where', 'she', 'was', 'responsible', 'for', 'the', 'company', 's', 'government', 'relations', ',', 'public', 'policy', 'development', ',', 'social', 'responsibility', ',', 'and', 'corporate', 'governance', 'initiatives', ',', 'and', 'her', 'experience', 'on', 'other', 'public', 'company', 'boards', 'enables', 'her', 'to', 'bring', 'significant', 'Corporate', 'Governance', 'expertise', 'and', 'Government/Regulatory', 'skills', 'to', 'the', 'Board', ',', 'which', 'is', 'critical', 'during', 'current', 'times', 'of', 'political', 'and', 'economic', 'uncertainty', '.']	['O', 'O', 'O', 'O', 'O', 'B-TITLE', 'I-TITLE', 'O', 'B-TITLE', 'I-TITLE', 'I-TITLE', 'I-TITLE', 'O', 'B-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	81.0	PROCTER & GAMBLE CO/THE
['Chair', 'of', 'the', 'Governance', '&', 'Public', 'Responsibility', 'Committee', 'and', 'member', 'of', 'the', 'Audit', 'Committee', '.']	['B-TITLE', 'O', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'O', 'B-TITLE', 'O', 'O', 'B-ORG', 'I-ORG', 'O']	81.0	PROCTER & GAMBLE CO/THE
['SHARON', 'L.', 'ALLEN', '-', 'AGE', ':', '67', '.']	['B-PERSON', 'I-PERSON', 'I-PERSON', 'O', 'B-DATE', 'I-DATE', 'I-DATE', 'O']	93.0	BANK OF AMERICA CORP
['DIRECTOR', 'SINCE', ':', 'AUGUST', '2012', '.']	['B-TITLE', 'O', 'O', 'B-DATE', 'I-DATE', 'O']	93.0	BANK OF AMERICA CORP
['Former', 'Chairman', ',', 'Deloitte', '.']	['O', 'B-TITLE', 'O', 'B-ORG', 'O']	93.0	BANK OF AMERICA CORP
['Other', 'U.S.-Listed', 'Public', 'Company', 'Directorships', '-', 'First', 'Solar', ',', 'Inc.', 'Ms.', 'Allen', 's', 'responsibility', 'for', 'audit', 'and', 'consulting', 'services', 'in', 'various', 'positions', 'with', 'Deloitte', 'LLP', '(', 'Deloitte', ')', 'enables', 'her', 'to', 'bring', 'extensive', 'audit', ',', 'financial', 'reporting', ',', 'and', 'corporate', 'governance', 'experience', 'to', 'our', 'Board', '.']	['O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'O', 'B-PERSON', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'O', 'B-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'O']	93.0	BANK OF AMERICA CORP
['Her', 'leadership', 'positions', 'with', 'Deloitte', 'give', 'her', 'broad', 'management', 'experience', 'with', 'large', ',', 'complex', 'businesses', 'and', 'an', 'international', 'perspective', 'on', 'risk', 'management', 'and', 'strategic', 'planning', '.']	['O', 'O', 'O', 'O', 'B-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	93.0	BANK OF AMERICA CORP
['Professional', 'Highlights', ':', 'Served', 'as', 'Chairman', 'of', 'Deloitte', ',', 'a', 'firm', 'that', 'provides', 'audit', ',', 'consulting', ',', 'financial', 'advisory', ',', 'risk', 'management', ',', 'and', 'tax', 'services', ',', 'as', 'the', 'U.S.', 'member', 'firm', 'of', 'Deloitte', 'Touche', 'Tohmatsu', 'Limited', 'from', '2003', 'to', '2011', '.']	['O', 'O', 'O', 'O', 'O', 'B-TITLE', 'O', 'B-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-GPE', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'O', 'B-DATE', 'I-DATE', 'I-DATE', 'O']	93.0	BANK OF AMERICA CORP
['Employed', 'at', 'Deloitte', 'for', 'nearly', '40', 'years', 'in', 'various', 'leadership', 'roles', ',', 'including', 'Partner', 'and', 'Regional', 'Managing', 'Partner', ',', 'responsible', 'for', 'audit', 'and', 'consulting', 'services', 'for', 'a', 'number', 'of', 'Fortune', '500', 'and', 'large', 'private', 'companies', '.']	['O', 'O', 'B-ORG', 'O', 'O', 'B-DATE', 'I-DATE', 'O', 'O', 'O', 'O', 'O', 'O', 'B-TITLE', 'O', 'B-TITLE', 'I-TITLE', 'I-TITLE', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PRODUCT', 'I-PRODUCT', 'O', 'O', 'O', 'O', 'O']	93.0	BANK OF AMERICA CORP
