,x,y
296,"['Current', 'public', 'company', 'directorships', ':', 'Brookfield', 'Asset', 'Management', 'Inc.', '(', 'May', '2015', 'to', 'Present', ')', ';', 'Lowe', 's', 'Companies', ',', 'Inc.', '(', 'November', '2013', 'to', 'Present', ')', ';', 'Procter', '&', 'Gamble', '(', 'December', '2009', 'to', 'Present', ')', '.']","['O', 'O', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'L-ORG', 'O', 'B-DATE', 'I-DATE', 'I-DATE', 'L-DATE', 'O', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'L-ORG', 'O', 'B-DATE', 'I-DATE', 'I-DATE', 'L-DATE', 'O', 'O', 'B-ORG', 'I-ORG', 'L-ORG', 'O', 'B-DATE', 'I-DATE', 'I-DATE', 'L-DATE', 'O', 'O']"
297,"['Previous', 'public', 'company', 'directorships', 'in', 'last', 'five', 'years', ':', 'None', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'B-DATE', 'L-DATE', 'O', 'O', 'O']"
298,"['Other', 'board', 'experience', ':', 'former', 'Director', 'of', 'WellPoint', ',', 'Inc.', '(', 'prior', 'to', '2014', ')', '.']","['O', 'O', 'O', 'O', 'O', 'U-TITLE', 'O', 'B-ORG', 'I-ORG', 'L-ORG', 'O', 'O', 'O', 'U-DATE', 'O', 'O']"
299,"['Principal', 'occupation', ':', 'Former', 'Chairman', 'of', 'the', 'Board', ',', 'President', ',', 'and', 'Chief', 'Executive', 'Officer', ',', 'WellPoint', '(', 'now', 'Anthem', ')', '.']","['O', 'O', 'O', 'O', 'U-TITLE', 'O', 'O', 'U-ORG', 'O', 'U-TITLE', 'O', 'O', 'B-TITLE', 'I-TITLE', 'L-TITLE', 'O', 'U-ORG', 'O', 'O', 'U-ORG', 'O', 'O']"
300,"['Age', '57', '.']","['B-DATE', 'L-DATE', 'O']"
301,"['Director', 'since', '2016', '.']","['U-TITLE', 'O', 'U-DATE', 'O']"
302,"['Independent', 'director', '.']","['B-TITLE', 'I-TITLE', 'L-TITLE']"
303,"['Committees', ':', 'Compensation', ',', 'Public', 'Issues', 'and', 'Contributions', '.']","['O', 'O', 'U-ORG', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'L-ORG', 'O']"
304,"['Lloyd', 'A.', 'Carney', '-', 'Age', ':', '56', '.']","['B-PERSON', 'I-PERSON', 'L-PERSON', 'O', 'B-DATE', 'I-DATE', 'L-DATE', 'O']"
305,"['Independent', '.']","['U-TITLE', 'O']"
306,"['Director', 'Since', ':', 'June', '2015', '.']","['U-TITLE', 'O', 'O', 'B-DATE', 'L-DATE', 'O']"
307,"['Board', 'Committees', ':', 'Audit', 'and', 'Risk', 'Committee', '.']","['O', 'O', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'L-ORG', 'O']"
308,"['Public', 'Company', 'Directorships', ':', '(', 'current', ')', 'Nuance', 'Communications', ',', 'Inc.', ';', 'ChaSerg', 'Technology', 'Acquisition', 'Corp', ';', 'Visa', 'Inc.', '(', 'prior', ')', 'Brocade', 'Communications', 'Systems', ',', 'Inc.', ',', 'Cypress', 'Semiconductor', 'Corporation', ';', 'Micromuse', ',', 'Inc.', '(', 'Chairman', ')', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'L-ORG', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'L-ORG', 'O', 'B-ORG', 'L-ORG', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'L-ORG', 'O', 'B-ORG', 'I-ORG', 'L-ORG', 'O', 'B-ORG', 'I-ORG', 'L-ORG', 'O', 'U-TITLE', 'O', 'O']"
309,"['Career', 'Highlights', ':', 'Chief', 'Executive', 'Officer', 'and', 'director', ',', 'ChaSerg', 'Technology', 'Acquisition', 'Corp', ',', 'a', 'Special', 'Purpose', 'Acquisition', 'Corp', 'since', 'September', '2018', '.']","['O', 'O', 'O', 'B-TITLE', 'I-TITLE', 'L-TITLE', 'O', 'U-TITLE', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'L-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-DATE', 'L-DATE', 'O']"
310,"['Chief', 'Executive', 'Officer', ',', 'Carney', 'Global', 'Ventures', ',', 'LLC', ',', 'an', 'early', 'round', 'investor', ',', 'since', 'March', '2007', '.']","['B-TITLE', 'I-TITLE', 'L-TITLE', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'L-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-DATE', 'L-DATE', 'O']"
311,"['Chief', 'Executive', 'Officer', 'and', 'director', 'of', 'Brocade', 'Communications', 'Systems', ',', 'Inc.', ',', 'a', 'global', 'supplier', 'of', 'networking', 'hardware', 'and', 'software', 'from', 'January', '2013', 'to', 'November', '2017', '.']","['B-TITLE', 'I-TITLE', 'L-TITLE', 'O', 'U-TITLE', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'L-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-DATE', 'I-DATE', 'I-DATE', 'I-DATE', 'L-DATE', 'O']"
312,"['Chief', 'Executive', 'Officer', 'and', 'director', 'of', 'Xsigo', 'Systems', ',', 'an', 'information', 'technology', 'and', 'hardware', 'company', ',', 'from', '2008', 'to', '2012', '.']","['B-TITLE', 'I-TITLE', 'L-TITLE', 'O', 'U-TITLE', 'O', 'B-ORG', 'L-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-DATE', 'I-DATE', 'L-DATE', 'O']"
313,"['Chief', 'Executive', 'Officer', 'and', 'chairman', 'of', 'the', 'board', 'of', 'Micromuse', ',', 'Inc.', ',', 'a', 'networking', 'management', 'software', 'company', ',', 'acquired', 'by', 'IBM', ',', 'from', '2003', 'to', '2006', '.']","['B-TITLE', 'I-TITLE', 'L-TITLE', 'O', 'U-TITLE', 'O', 'O', 'U-ORG', 'O', 'B-ORG', 'I-ORG', 'L-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'U-ORG', 'O', 'B-DATE', 'I-DATE', 'I-DATE', 'L-DATE', 'O']"
314,"['B.S', '.', 'degree', 'in', 'Electrical', 'Engineering', 'Technology', 'and', 'an', 'Honorary', 'PhD', 'from', 'the', 'Wentworth', '.Institute', 'of', 'Technology', ',', 'and', 'a', 'M.S', '.', 'degree', 'in', 'Applied', 'Business', 'Management', 'from', 'Lesley', 'College', '.']","['B-PRODUCT', 'L-PRODUCT', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PRODUCT', 'L-PRODUCT', 'O', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'L-ORG', 'O', 'O', 'O', 'U-PRODUCT', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'L-ORG', 'O']"
315,"['Specific', 'Qualifications', ',', 'Experience', ',', 'Attributes', 'and', 'Skills', ':', 'Held', 'senior', 'leadership', 'roles', 'at', 'Juniper', 'Networks', ',', 'Inc.', ',', 'a', 'networking', 'equipment', 'provider', ',', 'Nortel', 'Networks', 'Inc.', ',', 'a', 'former', 'telecommunications', 'and', 'data', 'networking', 'equipment', 'manufacturer', ',', 'and', 'Bay', 'Networks', ',', 'Inc.', ',', 'a', 'computer', 'networking', 'products', 'manufacturer', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'L-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'L-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'L-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
316,"['As', 'former', 'Chief', 'Executive', 'Officer', 'for', 'Brocade', 'and', 'prior', 'to', 'that', 'for', 'multiple', 'technology', 'companies', ',', 'he', 'has', 'extensive', 'experience', 'with', 'information', 'technology', ',', 'strategic', 'planning', ',', 'finance', 'and', 'risk', 'management', '.']","['O', 'O', 'B-TITLE', 'I-TITLE', 'L-TITLE', 'O', 'U-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
317,"['As', 'a', 'director', 'of', 'a', 'number', 'of', 'public', 'and', 'private', 'companies', ',', 'he', 'has', 'experience', 'with', 'corporate', 'governance', ',', 'financial', 'reporting', 'and', 'controls', ',', 'risk', 'management', 'and', 'business', 'strategy', 'and', 'operations', '.']","['O', 'O', 'U-TITLE', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
318,"['Francisco', 'Javier', 'Fern�ndez-Carbajal', '-', 'Age', ':', '63', '.']","['B-PERSON', 'I-PERSON', 'L-PERSON', 'O', 'B-DATE', 'I-DATE', 'L-DATE', 'O']"
319,"['Independent', '.']","['U-TITLE', 'O']"
320,"['Director', 'Since', ':', 'October', '2007', '.']","['U-TITLE', 'O', 'O', 'B-DATE', 'L-DATE', 'O']"
321,"['Board', 'Committees', ':', 'Compensation', 'Committee', ';', 'Nominating', 'and', 'Corporate', 'Governance', 'Committee', '.']","['O', 'O', 'O', 'B-ORG', 'L-ORG', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'L-ORG', 'O']"
322,"['Public', 'Company', 'Directorships', ':', '(', 'current', ')', 'ALFA', 'S.A.B', '.', 'de', 'C.V.', ';', 'CEMEX', 'S.A.B', '.', '', 'C.V.', ';', 'Fomento', 'Economico', 'Mexicano', ',', 'S.A.B', '.', 'de', 'C.V.', ';', 'Visa', 'Inc.', '(', 'prior', ')', 'El', 'Puerto', 'de', 'Liverpool', ',', 'S.A.B', '.', 'de', 'C.V.', ';', 'Fresnillo', ',', 'plc', ';', 'Grupo', 'Aeroportuario', 'del', 'Pacifico', ',', 'S.A.B', '.', 'de', 'C.V.', ';', 'Grupo', 'Bimbo', ',', 'S.A.B', '.', 'de', 'C.V.', ';', 'Grupo', 'Gigante', ',', 'S.A.B', '.', 'de', 'C.V.', ';', 'Grupo', 'Lamosa', ',', 'S.A.B', '.', 'de', 'C.V.', ';', 'IXE', 'Grupo', 'Financiero', 'S.A.B', '.', 'de', 'C.V.', 'Career', 'Highlights', ':', 'Consultant', 'for', 'public', 'and', 'private', 'investment', 'transactions', 'and', 'wealth', 'management', 'advisor', 'since', 'January', '2002', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'L-ORG', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'L-ORG', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'L-ORG', 'O', 'B-ORG', 'L-ORG', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'L-ORG', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'L-ORG', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'L-ORG', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'L-ORG', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'L-ORG', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'L-ORG', 'O', 'O', 'O', 'U-TITLE', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-DATE', 'L-DATE', 'O']"
323,"['Director', 'General', 'of', 'Servicios', 'Administrativos', 'Contry', 'S.A.', 'de', 'C.V.', ',', 'a', 'privately', 'held', 'company', 'that', 'provides', 'central', 'administrative', 'and', 'investment', 'management', 'services', ',', 'since', 'June', '2005', '.']","['B-DATE', 'L-DATE', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'L-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-DATE', 'L-DATE', 'O']"
324,"['Chief', 'Executive', 'Officer', 'of', 'the', 'Corporate', 'Development', 'Division', 'of', 'Grupo', 'Financiero', 'BBVA', 'Bancomer', ',', 'S.A.', ',', 'a', 'Mexico-based', 'banking', 'and', 'financial', 'services', 'company', 'that', 'owns', 'BBVA', 'Bancomer', ',', 'one', 'of', 'Mexico', 's', 'largest', 'banks', 'from', 'July', '2000', 'to', 'January', '2002', ';', 'held', 'other', 'senior', 'executive', 'positions', 'at', 'Grupo', 'Financiero', 'BBVA', 'Bancomer', 'since', 'joining', 'in', 'September', '1991', ',', 'serving', 'as', 'President', 'from', 'October', '1999', 'to', 'July', '2000', ',', 'and', 'as', 'Chief', 'Financial', 'Officer', 'from', 'October', '1995', 'to', 'October', '1999', '.']","['B-TITLE', 'I-TITLE', 'L-TITLE', 'O', 'O', 'B-ORG', 'I-ORG', 'L-ORG', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'L-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'L-ORG', 'O', 'O', 'O', 'U-GPE', 'O', 'O', 'O', 'O', 'B-DATE', 'I-DATE', 'I-DATE', 'I-DATE', 'L-DATE', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'L-ORG', 'O', 'O', 'O', 'B-DATE', 'L-DATE', 'O', 'O', 'O', 'U-TITLE', 'O', 'B-DATE', 'I-DATE', 'I-DATE', 'I-DATE', 'L-DATE', 'O', 'O', 'O', 'B-TITLE', 'I-TITLE', 'L-TITLE', 'O', 'B-DATE', 'I-DATE', 'I-DATE', 'I-DATE', 'L-DATE', 'O']"
325,"['Degree', 'in', 'Mechanical', 'and', 'Electrical', 'Engineering', 'from', 'the', 'Instituto', 'Tecnol�gico', 'y', 'de', 'Estudios', 'Superiores', 'de', 'Monterrey', 'and', 'an', 'M.B.A.', 'degree', 'from', 'Harvard', 'Business', 'School', '.']","['U-PRODUCT', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'L-ORG', 'O', 'O', 'U-PRODUCT', 'O', 'O', 'B-ORG', 'I-ORG', 'L-ORG', 'O']"
326,"['Specific', 'Qualifications', ',', 'Experience', ',', 'Attributes', 'and', 'Skills', ':', 'Substantial', 'payment', 'systems', ',', 'financial', 'services', 'and', 'leadership', 'experience', 'from', 'his', 'tenure', 'with', 'Grupo', 'Financiero', 'BBVA', 'Bancomer', ',', 'for', 'which', 'he', 'served', 'in', 'a', 'variety', 'of', 'senior', 'executive', 'roles', ',', 'including', 'Chief', 'Executive', 'Officer', 'of', 'the', 'Corporate', 'Development', 'Division', ',', 'Executive', 'Vice', 'President', 'of', 'Strategic', 'Planning', ',', 'Deputy', 'President', 'of', 'Systems', 'and', 'Operations', ',', 'Chief', 'Information', 'Officer', ',', 'Deputy', 'President', ',', 'President', 'and', 'Chief', 'Financial', 'Officer', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'L-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'L-ORG', 'O', 'O', 'B-ORG', 'I-ORG', 'L-ORG', 'O', 'B-TITLE', 'I-TITLE', 'L-TITLE', 'O', 'B-ORG', 'L-ORG', 'O', 'B-TITLE', 'L-TITLE', 'O', 'B-ORG', 'I-ORG', 'L-ORG', 'O', 'B-TITLE', 'I-TITLE', 'L-TITLE', 'O', 'B-TITLE', 'L-TITLE', 'O', 'U-TITLE', 'O', 'B-TITLE', 'I-TITLE', 'L-TITLE', 'O']"
327,"['Background', 'and', 'career', 'in', 'the', 'payments', 'and', 'financial', 'services', 'industry', 'in', 'Mexico', 'enable', 'him', 'to', 'bring', 'global', 'perspectives', 'to', 'the', 'board', 'and', 'to', 'provide', 'relevant', 'insights', 'regarding', 'Visa', 's', 'strategies', ',', 'operations', 'and', 'management', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'U-GPE', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'U-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'U-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
328,"['In', 'addition', ',', 'he', 'chaired', 'the', 'BBVA', 'Bancomer', 's', 'Assets', 'and', 'Liabilities', 'Committee', ',', 'Credit', 'Committee', 'and', 'Operational', 'Risk', 'Committee', ',', 'which', 'enhanced', 'his', 'understanding', 'of', 'risk', 'management', 'of', 'large', ',', 'complex', 'organizations', '.']","['O', 'O', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'L-ORG', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'L-ORG', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'L-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
329,"['As', 'the', 'Chief', 'Financial', 'Officer', 'of', 'a', 'large', 'publicly-traded', 'company', ',', 'and', 'through', 'his', 'board', 'and', 'committee', 'membership', 'with', 'several', 'large', 'companies', 'in', 'Mexico', ',', 'he', 'has', 'accumulated', 'extensive', 'experience', 'in', 'corporate', 'finance', 'and', 'accounting', ',', 'financial', 'reporting', 'and', 'internal', 'controls', ',', 'human', 'resources', 'and', 'compensation', ',', 'which', 'contributes', 'to', 'his', 'service', 'on', 'our', 'Compensation', 'and', 'Nominating', 'and', 'Corporate', 'Governance', 'Committees', '.']","['O', 'O', 'B-TITLE', 'I-TITLE', 'L-TITLE', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'U-GPE', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'L-ORG', 'O', 'B-ORG', 'I-ORG', 'L-ORG', 'O']"
330,"['Francis', 'S.', 'Blake', '-', 'Director', 'since', '2015', '.']","['B-PERSON', 'I-PERSON', 'L-PERSON', 'O', 'U-TITLE', 'O', 'U-DATE', 'O']"
331,"['Age', '69', '.']","['B-DATE', 'L-DATE', 'O']"
332,"['Mr.', 'Blake', 'is', 'the', 'former', 'Chairman', 'of', 'the', 'Board', 'and', 'Chief', 'Executive', 'Officer', 'of', 'The', 'Home', 'Depot', ',', 'Inc.', '(', 'a', 'national', 'retailer', ')', '.']","['O', 'U-PERSON', 'O', 'O', 'O', 'U-TITLE', 'O', 'O', 'U-ORG', 'O', 'B-TITLE', 'I-TITLE', 'L-TITLE', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'L-ORG', 'O', 'O', 'O', 'O', 'O', 'O']"
333,"['He', 'served', 'as', 'the', 'Chairman', 'of', 'the', 'Board', 'from', '2007', 'to', '2015', 'and', 'as', 'Chief', 'Executive', 'Officer', 'from', '2007', 'to', '2014', '.']","['O', 'O', 'O', 'O', 'U-TITLE', 'O', 'O', 'U-ORG', 'O', 'B-DATE', 'I-DATE', 'L-DATE', 'O', 'O', 'B-TITLE', 'I-TITLE', 'L-TITLE', 'O', 'B-DATE', 'I-DATE', 'L-DATE', 'O']"
334,"['He', 'previously', 'served', 'as', 'a', 'Director', 'of', 'Southern', 'Company', '(', 'a', 'super-regional', 'energy', 'company', ')', 'from', '2004', 'to', '2009', '.']","['O', 'O', 'O', 'O', 'O', 'U-TITLE', 'O', 'B-ORG', 'L-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-DATE', 'I-DATE', 'L-DATE', 'O']"
335,"['Mr.', 'Blake', 'has', 'been', 'a', 'Director', 'of', 'Delta', 'Airlines', 'since', '2014', 'and', 'was', 'appointed', 'non-Executive', 'Chairman', 'of', 'the', 'Board', 'in', '2016', '.']","['O', 'U-PERSON', 'O', 'O', 'O', 'U-TITLE', 'O', 'B-ORG', 'L-ORG', 'O', 'U-DATE', 'O', 'O', 'O', 'B-TITLE', 'L-TITLE', 'O', 'O', 'U-ORG', 'O', 'U-DATE', 'O']"
336,"['He', 'has', 'been', 'a', 'Director', 'at', 'Macy', 's', ',', 'Inc.', 'since', '2015', '.']","['O', 'O', 'O', 'O', 'U-TITLE', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'L-ORG', 'O', 'U-DATE', 'O']"
337,"['Mr.', 'Blake', 's', 'former', 'role', 'as', 'Chairman', 'and', 'CEO', 'of', 'Home', 'Depot', ',', 'where', 'he', 'successfully', 'rebuilt', 'Home', 'Depot', 's', 'retail', 'strategy', 'and', 'culture', 'during', 'a', 'weak', 'housing', 'and', 'job', 'market', ',', 'provides', 'him', 'with', 'extensive', 'Consumer', 'Industry/Retail', 'and', 'Marketing', 'knowledge', 'as', 'well', 'as', 'Leadership', ',', 'Strategy', ',', 'and', 'Risk', 'Management', 'skills', ',', 'which', 'Mr.', 'Blake', 'draws', 'upon', 'to', 'give', 'the', 'Board', 'better', 'insight', 'into', 'the', 'evolving', 'marketing', 'practices', 'in', 'the', 'retail', 'consumer', 'industry', 'and', 'the', 'actions', 'necessary', 'to', 'improve', 'the', 'Company', 's', 'strategy', 'and', 'culture', '.']","['O', 'U-PERSON', 'O', 'O', 'O', 'O', 'U-TITLE', 'O', 'U-TITLE', 'O', 'B-ORG', 'L-ORG', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'L-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'U-PERSON', 'O', 'O', 'O', 'O', 'O', 'U-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'U-ORG', 'O', 'O', 'O', 'O', 'O']"
338,"['In', 'addition', 'to', 'the', 'strong', 'Corporate', 'Governance', 'skills', 'that', 'Mr.', 'Blake', 'developed', 'through', 'his', 'experience', 'on', 'other', 'public', 'company', 'boards', ',', 'including', 'as', 'non-Executive', 'Chairman', 'of', 'Delta', 'Airlines', '', 'Board', 'and', 'chair', 'of', 'its', 'Corporate', 'Governance', 'Committee', ',', 'he', 'also', 'contributes', 'his', 'significant', 'Government/Regulatory', 'experience', 'to', 'the', 'Board', ',', 'having', 'previously', 'served', 'as', 'General', 'Counsel', 'for', 'the', 'U.S.', 'Environmental', 'Protection', 'Agency', ',', 'Deputy', 'Counsel', 'to', 'Vice', 'President', 'George', 'H.', 'W.', 'Bush', ',', 'and', 'Deputy', 'Secretary', 'for', 'the', 'U.S.', 'Department', 'of', 'Energy', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'U-PERSON', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-TITLE', 'L-TITLE', 'O', 'B-ORG', 'I-ORG', 'L-ORG', 'U-ORG', 'O', 'U-TITLE', 'O', 'O', 'B-ORG', 'I-ORG', 'L-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'U-ORG', 'O', 'O', 'O', 'O', 'O', 'B-TITLE', 'L-TITLE', 'O', 'O', 'U-GPE', 'B-ORG', 'I-ORG', 'L-ORG', 'O', 'B-TITLE', 'L-TITLE', 'O', 'B-TITLE', 'L-TITLE', 'B-PERSON', 'I-PERSON', 'I-PERSON', 'L-PERSON', 'O', 'O', 'B-TITLE', 'L-TITLE', 'O', 'O', 'U-GPE', 'B-ORG', 'I-ORG', 'L-ORG', 'O']"
339,"['Member', 'of', 'the', 'Audit', 'and', 'Governance', '&', 'Public', 'Responsibility', 'Committees', '.']","['U-TITLE', 'O', 'O', 'U-ORG', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'L-ORG', 'O']"
340,"['Angela', 'F.', 'Braly', '-', 'Director', 'since', '2009', '.']","['B-PERSON', 'I-PERSON', 'L-PERSON', 'O', 'U-TITLE', 'O', 'U-DATE', 'O']"
341,"['Age', '57', '.']","['B-DATE', 'L-DATE', 'O']"
342,"['Ms.', 'Braly', 'is', 'the', 'former', 'Chair', 'of', 'the', 'Board', ',', 'President', 'and', 'Chief', 'Executive', 'Officer', 'of', 'WellPoint', ',', 'Inc.', '(', 'a', 'healthcare', 'insurance', 'company', ')', ',', 'now', 'known', 'as', 'Anthem', ',', 'Inc.', 'She', 'served', 'as', 'Chair', 'of', 'the', 'Board', 'from', '2010', 'to', '2012', 'and', 'as', 'President', 'and', 'Chief', 'Executive', 'Officer', 'from', '2007', 'to', '2012', '.']","['O', 'U-PERSON', 'O', 'O', 'O', 'U-TITLE', 'O', 'O', 'U-ORG', 'O', 'U-TITLE', 'O', 'B-TITLE', 'I-TITLE', 'L-TITLE', 'O', 'B-ORG', 'I-ORG', 'L-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'L-ORG', 'O', 'O', 'O', 'U-TITLE', 'O', 'O', 'U-ORG', 'O', 'B-DATE', 'I-DATE', 'L-DATE', 'O', 'O', 'U-TITLE', 'O', 'B-TITLE', 'I-TITLE', 'L-TITLE', 'O', 'B-DATE', 'I-DATE', 'L-DATE', 'O']"
343,"['She', 'previously', 'served', 'as', 'Executive', 'Vice', 'President', ',', 'General', 'Counsel', ',', 'and', 'Chief', 'Public', 'Affairs', 'Officer', 'of', 'WellPoint', 'from', '2005', 'to', '2007', ',', 'and', 'President', 'and', 'Chief', 'Executive', 'Officer', 'of', 'Blue', 'Cross', 'Blue', 'Shield', 'of', 'Missouri', 'from', '2003', 'to', '2005', '.']","['O', 'O', 'O', 'O', 'B-TITLE', 'I-TITLE', 'L-TITLE', 'O', 'B-TITLE', 'L-TITLE', 'O', 'O', 'B-TITLE', 'I-TITLE', 'I-TITLE', 'L-TITLE', 'O', 'U-ORG', 'O', 'B-DATE', 'I-DATE', 'L-DATE', 'O', 'O', 'U-TITLE', 'O', 'B-TITLE', 'I-TITLE', 'L-TITLE', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'L-ORG', 'O', 'U-GPE', 'O', 'B-DATE', 'I-DATE', 'L-DATE', 'O']"
